[15:42:20 - main] [Cooja.java:3174] [WARN] - JAVA_HOME environment variable not set, Cooja motes may not compile
[15:42:20 - main] [Cooja.java:1317] [INFO] - > Starting Cooja
[15:42:21 - main] [Cooja.java:2858] [INFO] - External tools default settings: /external_tools_macosx.config
[15:42:21 - main] [Cooja.java:2888] [INFO] - External tools user settings: /Users/michelegrisafi/.cooja.user.properties
[15:42:22 - main] [Simulation.java:422] [INFO] - Simulation random seed: 1
[15:42:23 - main] [MspMote.java:235] [INFO] - Loading firmware from: /Users/michelegrisafi/Documents/lpwsn/lpwsn/app/burst/no/br_no_8_20/simulations/../app.sky
[15:42:23 - main] [MspMote.java:235] [INFO] - Loading firmware from: /Users/michelegrisafi/Documents/lpwsn/lpwsn/app/burst/no/br_no_8_20/simulations/../app.sky
[15:42:23 - main] [MspMote.java:235] [INFO] - Loading firmware from: /Users/michelegrisafi/Documents/lpwsn/lpwsn/app/burst/no/br_no_8_20/simulations/../app.sky
[15:42:23 - main] [MspMote.java:235] [INFO] - Loading firmware from: /Users/michelegrisafi/Documents/lpwsn/lpwsn/app/burst/no/br_no_8_20/simulations/../app.sky
[15:42:23 - main] [MspMote.java:235] [INFO] - Loading firmware from: /Users/michelegrisafi/Documents/lpwsn/lpwsn/app/burst/no/br_no_8_20/simulations/../app.sky
[15:42:23 - main] [MspMote.java:235] [INFO] - Loading firmware from: /Users/michelegrisafi/Documents/lpwsn/lpwsn/app/burst/no/br_no_8_20/simulations/../app.sky
[15:42:23 - main] [MspMote.java:235] [INFO] - Loading firmware from: /Users/michelegrisafi/Documents/lpwsn/lpwsn/app/burst/no/br_no_8_20/simulations/../app.sky
[15:42:23 - main] [MspMote.java:235] [INFO] - Loading firmware from: /Users/michelegrisafi/Documents/lpwsn/lpwsn/app/burst/no/br_no_8_20/simulations/../app.sky
[15:42:23 - main] [MspMote.java:235] [INFO] - Loading firmware from: /Users/michelegrisafi/Documents/lpwsn/lpwsn/app/burst/no/br_no_8_20/simulations/../app.sky
[15:42:23 - main] [MspMote.java:235] [INFO] - Loading firmware from: /Users/michelegrisafi/Documents/lpwsn/lpwsn/app/burst/no/br_no_8_20/simulations/../app.sky
[15:42:23 - main] [MspMote.java:235] [INFO] - Loading firmware from: /Users/michelegrisafi/Documents/lpwsn/lpwsn/app/burst/no/br_no_8_20/simulations/../app.sky
[15:42:23 - main] [MspMote.java:235] [INFO] - Loading firmware from: /Users/michelegrisafi/Documents/lpwsn/lpwsn/app/burst/no/br_no_8_20/simulations/../app.sky
[15:42:23 - main] [MspMote.java:235] [INFO] - Loading firmware from: /Users/michelegrisafi/Documents/lpwsn/lpwsn/app/burst/no/br_no_8_20/simulations/../app.sky
[15:42:23 - main] [Visualizer.java:256] [INFO] - Registered external visualizer: org.contikios.cooja.plugins.skins.DGRMVisualizerSkin
[15:42:23 - main] [TimeLine.java:567] [INFO] - Zoom level: 1000.0 microseconds/pixel 
[15:42:37 - Thread-1] [Simulation.java:253] [INFO] - Simulation main loop started, system time: 1590414157137
[15:42:45 - Thread-1] [Simulation.java:312] [INFO] - Simulation main loop stopped, system time: 1590414165373	Duration: 8236 ms	Simulated time 3363 ms	Ratio 0.40832928606119473
[15:43:01 - AWT-EventQueue-0] [TimeLine.java:567] [INFO] - Zoom level: 500.0 microseconds/pixel 
[15:43:01 - AWT-EventQueue-0] [TimeLine.java:567] [INFO] - Zoom level: 200.0 microseconds/pixel 
[15:45:33 - AWT-EventQueue-0] [AbstractRadioMedium.java:196] [FATAL] - Connection source turned off radio: org.contikios.cooja.mspmote.interfaces.Msp802154Radio@67c38d40
