[15:46:46 - main] [Cooja.java:3174] [WARN] - JAVA_HOME environment variable not set, Cooja motes may not compile
[15:46:46 - main] [Cooja.java:1317] [INFO] - > Starting Cooja
[15:46:47 - main] [Cooja.java:2858] [INFO] - External tools default settings: /external_tools_macosx.config
[15:46:47 - main] [Cooja.java:2888] [INFO] - External tools user settings: /Users/michelegrisafi/.cooja.user.properties
[15:46:48 - main] [Simulation.java:422] [INFO] - Simulation random seed: 1
[15:46:48 - main] [MspMote.java:235] [INFO] - Loading firmware from: /Users/michelegrisafi/Documents/lpwsn/lpwsn/app/burst/no/br_no_8_5/simulations/../app.sky
[15:46:48 - main] [MspMote.java:235] [INFO] - Loading firmware from: /Users/michelegrisafi/Documents/lpwsn/lpwsn/app/burst/no/br_no_8_5/simulations/../app.sky
[15:46:48 - main] [MspMote.java:235] [INFO] - Loading firmware from: /Users/michelegrisafi/Documents/lpwsn/lpwsn/app/burst/no/br_no_8_5/simulations/../app.sky
[15:46:48 - main] [MspMote.java:235] [INFO] - Loading firmware from: /Users/michelegrisafi/Documents/lpwsn/lpwsn/app/burst/no/br_no_8_5/simulations/../app.sky
[15:46:48 - main] [MspMote.java:235] [INFO] - Loading firmware from: /Users/michelegrisafi/Documents/lpwsn/lpwsn/app/burst/no/br_no_8_5/simulations/../app.sky
[15:46:48 - main] [MspMote.java:235] [INFO] - Loading firmware from: /Users/michelegrisafi/Documents/lpwsn/lpwsn/app/burst/no/br_no_8_5/simulations/../app.sky
[15:46:48 - main] [MspMote.java:235] [INFO] - Loading firmware from: /Users/michelegrisafi/Documents/lpwsn/lpwsn/app/burst/no/br_no_8_5/simulations/../app.sky
[15:46:48 - main] [MspMote.java:235] [INFO] - Loading firmware from: /Users/michelegrisafi/Documents/lpwsn/lpwsn/app/burst/no/br_no_8_5/simulations/../app.sky
[15:46:48 - main] [MspMote.java:235] [INFO] - Loading firmware from: /Users/michelegrisafi/Documents/lpwsn/lpwsn/app/burst/no/br_no_8_5/simulations/../app.sky
[15:46:48 - main] [MspMote.java:235] [INFO] - Loading firmware from: /Users/michelegrisafi/Documents/lpwsn/lpwsn/app/burst/no/br_no_8_5/simulations/../app.sky
[15:46:48 - main] [MspMote.java:235] [INFO] - Loading firmware from: /Users/michelegrisafi/Documents/lpwsn/lpwsn/app/burst/no/br_no_8_5/simulations/../app.sky
[15:46:48 - main] [MspMote.java:235] [INFO] - Loading firmware from: /Users/michelegrisafi/Documents/lpwsn/lpwsn/app/burst/no/br_no_8_5/simulations/../app.sky
[15:46:48 - main] [MspMote.java:235] [INFO] - Loading firmware from: /Users/michelegrisafi/Documents/lpwsn/lpwsn/app/burst/no/br_no_8_5/simulations/../app.sky
[15:46:48 - main] [MspMote.java:235] [INFO] - Loading firmware from: /Users/michelegrisafi/Documents/lpwsn/lpwsn/app/burst/no/br_no_8_5/simulations/../app.sky
[15:46:48 - main] [MspMote.java:235] [INFO] - Loading firmware from: /Users/michelegrisafi/Documents/lpwsn/lpwsn/app/burst/no/br_no_8_5/simulations/../app.sky
[15:46:48 - main] [MspMote.java:235] [INFO] - Loading firmware from: /Users/michelegrisafi/Documents/lpwsn/lpwsn/app/burst/no/br_no_8_5/simulations/../app.sky
[15:46:48 - main] [MspMote.java:235] [INFO] - Loading firmware from: /Users/michelegrisafi/Documents/lpwsn/lpwsn/app/burst/no/br_no_8_5/simulations/../app.sky
[15:46:48 - main] [MspMote.java:235] [INFO] - Loading firmware from: /Users/michelegrisafi/Documents/lpwsn/lpwsn/app/burst/no/br_no_8_5/simulations/../app.sky
[15:46:48 - main] [MspMote.java:235] [INFO] - Loading firmware from: /Users/michelegrisafi/Documents/lpwsn/lpwsn/app/burst/no/br_no_8_5/simulations/../app.sky
[15:46:48 - main] [MspMote.java:235] [INFO] - Loading firmware from: /Users/michelegrisafi/Documents/lpwsn/lpwsn/app/burst/no/br_no_8_5/simulations/../app.sky
[15:46:48 - main] [MspMote.java:235] [INFO] - Loading firmware from: /Users/michelegrisafi/Documents/lpwsn/lpwsn/app/burst/no/br_no_8_5/simulations/../app.sky
[15:46:48 - main] [MspMote.java:235] [INFO] - Loading firmware from: /Users/michelegrisafi/Documents/lpwsn/lpwsn/app/burst/no/br_no_8_5/simulations/../app.sky
[15:46:48 - main] [MspMote.java:235] [INFO] - Loading firmware from: /Users/michelegrisafi/Documents/lpwsn/lpwsn/app/burst/no/br_no_8_5/simulations/../app.sky
[15:46:48 - main] [MspMote.java:235] [INFO] - Loading firmware from: /Users/michelegrisafi/Documents/lpwsn/lpwsn/app/burst/no/br_no_8_5/simulations/../app.sky
[15:46:48 - main] [MspMote.java:235] [INFO] - Loading firmware from: /Users/michelegrisafi/Documents/lpwsn/lpwsn/app/burst/no/br_no_8_5/simulations/../app.sky
[15:46:48 - main] [MspMote.java:235] [INFO] - Loading firmware from: /Users/michelegrisafi/Documents/lpwsn/lpwsn/app/burst/no/br_no_8_5/simulations/../app.sky
[15:46:48 - main] [MspMote.java:235] [INFO] - Loading firmware from: /Users/michelegrisafi/Documents/lpwsn/lpwsn/app/burst/no/br_no_8_5/simulations/../app.sky
[15:46:48 - main] [MspMote.java:235] [INFO] - Loading firmware from: /Users/michelegrisafi/Documents/lpwsn/lpwsn/app/burst/no/br_no_8_5/simulations/../app.sky
[15:46:48 - main] [MspMote.java:235] [INFO] - Loading firmware from: /Users/michelegrisafi/Documents/lpwsn/lpwsn/app/burst/no/br_no_8_5/simulations/../app.sky
[15:46:49 - main] [MspMote.java:235] [INFO] - Loading firmware from: /Users/michelegrisafi/Documents/lpwsn/lpwsn/app/burst/no/br_no_8_5/simulations/../app.sky
[15:46:49 - main] [MspMote.java:235] [INFO] - Loading firmware from: /Users/michelegrisafi/Documents/lpwsn/lpwsn/app/burst/no/br_no_8_5/simulations/../app.sky
[15:46:49 - main] [MspMote.java:235] [INFO] - Loading firmware from: /Users/michelegrisafi/Documents/lpwsn/lpwsn/app/burst/no/br_no_8_5/simulations/../app.sky
[15:46:49 - main] [MspMote.java:235] [INFO] - Loading firmware from: /Users/michelegrisafi/Documents/lpwsn/lpwsn/app/burst/no/br_no_8_5/simulations/../app.sky
[15:46:49 - main] [MspMote.java:235] [INFO] - Loading firmware from: /Users/michelegrisafi/Documents/lpwsn/lpwsn/app/burst/no/br_no_8_5/simulations/../app.sky
[15:46:49 - main] [MspMote.java:235] [INFO] - Loading firmware from: /Users/michelegrisafi/Documents/lpwsn/lpwsn/app/burst/no/br_no_8_5/simulations/../app.sky
[15:46:49 - main] [MspMote.java:235] [INFO] - Loading firmware from: /Users/michelegrisafi/Documents/lpwsn/lpwsn/app/burst/no/br_no_8_5/simulations/../app.sky
[15:46:49 - main] [MspMote.java:235] [INFO] - Loading firmware from: /Users/michelegrisafi/Documents/lpwsn/lpwsn/app/burst/no/br_no_8_5/simulations/../app.sky
[15:46:49 - main] [MspMote.java:235] [INFO] - Loading firmware from: /Users/michelegrisafi/Documents/lpwsn/lpwsn/app/burst/no/br_no_8_5/simulations/../app.sky
[15:46:49 - main] [MspMote.java:235] [INFO] - Loading firmware from: /Users/michelegrisafi/Documents/lpwsn/lpwsn/app/burst/no/br_no_8_5/simulations/../app.sky
[15:46:49 - main] [MspMote.java:235] [INFO] - Loading firmware from: /Users/michelegrisafi/Documents/lpwsn/lpwsn/app/burst/no/br_no_8_5/simulations/../app.sky
[15:46:49 - main] [MspMote.java:235] [INFO] - Loading firmware from: /Users/michelegrisafi/Documents/lpwsn/lpwsn/app/burst/no/br_no_8_5/simulations/../app.sky
[15:46:49 - main] [MspMote.java:235] [INFO] - Loading firmware from: /Users/michelegrisafi/Documents/lpwsn/lpwsn/app/burst/no/br_no_8_5/simulations/../app.sky
[15:46:49 - main] [MspMote.java:235] [INFO] - Loading firmware from: /Users/michelegrisafi/Documents/lpwsn/lpwsn/app/burst/no/br_no_8_5/simulations/../app.sky
[15:46:49 - main] [MspMote.java:235] [INFO] - Loading firmware from: /Users/michelegrisafi/Documents/lpwsn/lpwsn/app/burst/no/br_no_8_5/simulations/../app.sky
[15:46:49 - main] [MspMote.java:235] [INFO] - Loading firmware from: /Users/michelegrisafi/Documents/lpwsn/lpwsn/app/burst/no/br_no_8_5/simulations/../app.sky
[15:46:49 - main] [MspMote.java:235] [INFO] - Loading firmware from: /Users/michelegrisafi/Documents/lpwsn/lpwsn/app/burst/no/br_no_8_5/simulations/../app.sky
[15:46:49 - main] [MspMote.java:235] [INFO] - Loading firmware from: /Users/michelegrisafi/Documents/lpwsn/lpwsn/app/burst/no/br_no_8_5/simulations/../app.sky
[15:46:49 - main] [MspMote.java:235] [INFO] - Loading firmware from: /Users/michelegrisafi/Documents/lpwsn/lpwsn/app/burst/no/br_no_8_5/simulations/../app.sky
[15:46:49 - main] [MspMote.java:235] [INFO] - Loading firmware from: /Users/michelegrisafi/Documents/lpwsn/lpwsn/app/burst/no/br_no_8_5/simulations/../app.sky
[15:46:49 - main] [MspMote.java:235] [INFO] - Loading firmware from: /Users/michelegrisafi/Documents/lpwsn/lpwsn/app/burst/no/br_no_8_5/simulations/../app.sky
[15:46:49 - main] [Visualizer.java:256] [INFO] - Registered external visualizer: org.contikios.cooja.plugins.skins.DGRMVisualizerSkin
[15:46:49 - main] [TimeLine.java:567] [INFO] - Zoom level: 1000.0 microseconds/pixel 
[15:47:19 - Thread-1] [Simulation.java:253] [INFO] - Simulation main loop started, system time: 1590414439403
[15:47:24 - Thread-1] [Simulation.java:312] [INFO] - Simulation main loop stopped, system time: 1590414444940	Duration: 5537 ms	Simulated time 1816 ms	Ratio 0.3279754379627957
[15:47:32 - AWT-EventQueue-0] [TimeLine.java:567] [INFO] - Zoom level: 500.0 microseconds/pixel 
[15:47:33 - AWT-EventQueue-0] [TimeLine.java:567] [INFO] - Zoom level: 200.0 microseconds/pixel 
[15:47:36 - AWT-EventQueue-0] [TimeLine.java:567] [INFO] - Zoom level: 100.0 microseconds/pixel 
